# Official 通用规范汉字 readings from mozillazg/pinyin-data kTGHZ2013
# Frequency copied from the character unigram so alternate readings stay typeable.
dan	80	疸
dan	80	眈
dan	80	膻
dan	63	疍
dan	38	啖
dan	23	郸
dan	18	耽
dan	16	惮
dan	13	诞
dan	4	憺
dan	2	萏
dan	1	殚
dan	1	瘅
dan	1	箪
dan	1	聃
dan	1	赕
dan	1	𫢸
dan	1	𬘘
dang	64152	当
dang	1920	挡
dang	1465	党
dang	406	档
dang	333	荡
dang	80	铛
dang	29	裆
dang	13	宕
dang	11	谠
dang	1	凼
dang	1	垱
dang	1	珰
dang	1	砀
dang	1	筜
dang	1	菪
dang	1	𣗋
dang	1	𬍡
dao	195057	到
dao	14318	倒
dao	6206	道
dao	4297	刀
dao	2723	岛
dao	271	捣
dao	129	盗
dao	80	叨
dao	80	帱
dao	80	纛
dao	69	蹈
dao	61	导
dao	33	舠
dao	24	稻
dao	12	祷
dao	6	悼
dao	6	捯
dao	1	忉
dao	1	氘
dao	1	鱽
de	3957141	的
de	157393	得
de	35498	地
de	6811	德
de	80	嘚
de	3	锝
dei	800	得
dei	80	嘚
den	9	扽
deng	84043	等
deng	2084	灯
deng	1161	登
deng	524	瞪
deng	459	邓
deng	101	蹬
deng	84	磴
deng	80	澄
deng	54	凳
deng	19	嶝
deng	16	镫
deng	13	噔
deng	7	戥
deng	1	璒
di	9658	第
di	5081	提
di	2819	低
di	1807	迪
di	1618	蒂
di	1454	帝
di	800	地
di	800	的
di	585	坻
di	573	滴
di	513	睇
di	511	底
di	427	敌
di	388	狄
di	335	弟
di	311	邸
di	191	递
di	185	堤
di	147	抵
di	118	笛
di	91	娣
di	80	嘀
di	80	媂
di	80	杕
di	80	柢
di	80	棣
di	80	氐
di	80	砥
di	80	籴
di	80	翟
di	80	茋
di	80	踶
di	80	蹢
di	62	碲
di	29	禘
di	25	荻
di	12	缔
di	9	鞮
di	4	嫡
di	3	菂
di	2	涤
di	2	诋
di	2	谛
di	1	䃅
di	1	䗖
di	1	玓
di	1	羝
di	1	觌
di	1	镝
di	1	骶
di	1	髢
di	1	𤧛
di	1	𬱖
dia	80	嗲
dian	51607	点
dian	3766	店
dian	2731	扂
dian	1003	电
dian	524	垫
dian	244	滇
dian	140	殿
dian	119	掂
dian	80	佃
dian	80	典
dian	80	坫
dian	80	奠
dian	80	甸
dian	80	钿
dian	80	阽
dian	70	颠
dian	64	惦
dian	49	碘
dian	39	癫
dian	30	靛
dian	13	巅
dian	13	淀
dian	9	踮
dian	5	琔
dian	1	玷
dian	1	癜
dian	1	簟
diao	13302	掉
diao	1260	调
diao	648	吊
diao	390	钓
diao	228	叼
diao	150	刁
diao	103	貂
diao	93	雕
diao	80	铫
diao	20	鲷
diao	15	碉
diao	3	凋
diao	1	汈
diao	1	窎
diao	1	铞
die	2419	爹
die	654	跌
die	295	碟
die	165	耋
die	117	叠
die	105	蝶
die	97	迭
die	80	喋
die	80	昳
die	80	楪
die	44	谍
die	10	鲽
die	3	牒
die	1	垤
die	1	堞
die	1	瓞
die	1	绖
die	1	蹀
die	1	𫶇
ding	4621	盯
ding	2561	定
ding	1921	丁
ding	1297	顶
ding	1250	钉
ding	994	订
ding	350	叮
ding	307	町
ding	135	碇
ding	90	锭
ding	80	疔
ding	80	鼎
ding	37	腚
ding	10	玎
ding	8	酊
ding	7	仃
ding	1	啶
ding	1	耵
ding	1	萣
diu	7479	丢
diu	1	铥
dong	20399	懂
dong	5837	动
dong	2822	洞
dong	1117	东
dong	422	栋
dong	356	冻
dong	277	硐
dong	244	咚
dong	121	董
dong	92	冬
dong	80	侗
dong	80	垌
dong	80	峒
dong	80	恫
dong	30	胴
dong	19	鸫
dong	3	氡
dong	3	胨
dong	1	岽
dong	1	𬟽
dou	413654	都
dou	4623	读
dou	897	逗
dou	843	斗
dou	534	抖
dou	470	兜
dou	458	豆
dou	80	钭
dou	75	窦
dou	63	陡
dou	58	痘
dou	2	篼
dou	1	蔸
dou	1	蚪
du	3307	赌
du	2996	度
du	1204	杜
du	1007	渡
du	979	毒
du	890	堵
du	800	都
du	245	肚
du	234	睹
du	221	嘟
du	184	读
du	174	独
du	80	阇
du	67	镀
du	60	督
du	58	笃
du	28	渎
du	18	妒
